Text,Attacker,CVE,ExploitTarget,Hardware,Means/Consequence,Product,Software,Vulnerability,Weakness,VersionNumber,hasAffectedSoftware,hasAttacker,#hasMeans,hasWeakness,#isUnderAttack,hasSoftware,has CVE_ID,hasVulnerability
"CVE-2014-1533 Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 30.0, Firefox ESR 24.x before 24.6, and Thunderbird before 24.6 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.",remote attackers,CVE-2014-1533,browser engine,,denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.,Mozilla Firefox;Firefox ESR;Thunderbird,,Multiple unspecified vulnerabilities,,before 31.0;24.x before 24.7;before 24.7,,,,,,,CVE-2014-1533,Multiple unspecified vulnerabilities
"CVE-2014-1535 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
CVE-2014-1537 Use-after-free vulnerability in the mozilla::dom::workers::WorkerPrivateParent function in Mozilla Firefox before 30.0 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via unspecified vectors.,remote attackers,CVE-2014-1537,mozilla::dom::workers::WorkerPrivateParent function,,cause a denial of service (heap memory corruption) via unspecified vectors.,Mozilla Firefox,,Use-after-free vulnerability,,,,,,,,,CVE-2014-1537,Use-after-free vulnerability
"CVE-2014-1539 Mozilla Firefox before 30.0 and Thunderbird through 24.6 on OS X do not ensure visibility of the cursor after interaction with a Flash object and a DIV element, which makes it easier for remote attackers to conduct clickjacking attacks via JavaScript code that produces a fake cursor image.",remote attackers,CVE-2014-1539,,,conduct clickjacking attacks via JavaScript code that produces a fake cursor image.,Mozilla Firefox;Firefox ESR;Thunderbird,,,do not ensure visibility of the cursor after interaction with a Flash object and a DIV element,before 31.0;24.x before 24.7;before 24.7,,,,,,,CVE-2014-1539,
"CVE-2014-1541 Use-after-free vulnerability in the RefreshDriverTimer::TickDriver function in the SMIL Animation Controller in Mozilla Firefox before 30.0, Firefox ESR 24.x before 24.6, and Thunderbird before 24.6 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via crafted web content.",remote attackers,CVE-2014-1541,RefreshDriverTimer::TickDriver function,,execute arbitrary code or cause a denial of service (heap memory corruption) via crafted web content.,Mozilla Firefox,,Use-after-free vulnerability,,before 30.0,,,,,,,CVE-2014-1541,Use-after-free vulnerability
CVE-2014-1543 Multiple heap-based buffer overflows in the navigator.getGamepads function in the Gamepad API in Mozilla Firefox before 30.0 allow remote attackers to execute arbitrary code by using non-contiguous axes with a (1) physical or (2) virtual Gamepad device.,remote attackers,CVE-2014-1543,navigator.getGamepads function,,execute arbitrary code by using non-contiguous axes with a (1) physical or (2) virtual Gamepad device.,Mozilla Firefox,Gamepad API,Multiple heap-based buffer overflows,,before 30.0,,,,,,,CVE-2014-1543,Multiple heap-based buffer overflows
CVE-2014-1545 Mozilla Netscape Portable Runtime (NSPR) before 4.10.6 allows remote attackers to execute arbitrary code or cause a denial of service (out-of-bounds write) via vectors involving the sprintf and console functions.,remote attackers,CVE-2014-1545,,,execute arbitrary code or cause a denial of service (out-of-bounds write) via vectors involving the sprintf and console functions.,Mozilla Netscape Portable Runtime (NSPR),,,,before 4.10.6,,,,,,,CVE-2014-1545,
"CVE-2014-1547 Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 31.0, Firefox ESR 24.x before 24.7, and Thunderbird before 24.7 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.",remote attackers,CVE-2014-1547,,,denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.,Mozilla Firefox;Firefox ESR;Thunderbird,,Multiple unspecified vulnerabilities,,,,,,,,,CVE-2014-1547,Multiple unspecified vulnerabilities
"CVE-2014-1549 The mozilla::dom::AudioBufferSourceNodeEngine::CopyFromInputBuffer function in Mozilla Firefox before 31.0 and Thunderbird before 31.0 does not properly allocate Web Audio buffer memory, which allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow and application crash) via crafted audio content that is improperly handled during playback buffering.",remote attackers,CVE-2014-1549,,,xecute arbitrary code or cause a denial of service (buffer overflow and application crash) via crafted audio content that is improperly handled during playback buffering.,Mozilla Firefox;Thunderbird,,The mozilla::dom::AudioBufferSourceNodeEngine::CopyFromInputBuffer function,does not properly allocate Web Audio buffer memory,before 31.0;before 31.0,,,,,,,CVE-2014-1549,
"CVE-2014-1551 Use-after-free vulnerability in the FontTableRec destructor in Mozilla Firefox before 31.0, Firefox ESR 24.x before 24.7, and Thunderbird before 24.7 on Windows allows remote attackers to execute arbitrary code via crafted use of fonts in MathML content, leading to improper handling of a DirectWrite font-face object.",remote attackers,CVE-2014-1551,,,"execute arbitrary code via crafted use of fonts in MathML content, leading to improper handling of a DirectWrite font-face object.",Mozilla Firefox;Firefox ESR;Thunderbird,FontTableRec destructor,Use-after-free vulnerability,,before 31.0;24.x before 24.7;before 24.7,,,,,,,CVE-2014-1551,Use-after-free vulnerability
"CVE-2014-1553 Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 32.0, Firefox ESR 31.x before 31.1, and Thunderbird 31.x before 31.1 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.",remote attackers,CVE-2014-1553,browser engine in Mozilla Firefox ,,unknown vectors,,,,,,,,,,,,,
"CVE-2014-1555 Use-after-free vulnerability in the nsDocLoader::OnProgress function in Mozilla Firefox before 31.0, Firefox ESR 24.x before 24.7, and Thunderbird before 24.7 allows remote attackers to execute arbitrary code via vectors that trigger a FireOnStateChange event.",remote attackers,CVE-2014-1555,,,vectors that trigger a FireOnStageChange event,,,,,,,,,,,,,
"CVE-2014-1557 The ConvolveHorizontally function in Skia, as used in Mozilla Firefox before 31.0, Firefox ESR 24.x before 24.7, and Thunderbird before 24.7, does not properly handle the discarding of image data during function execution, which allows remote attackers to execute arbitrary code by triggering prolonged image scaling, as demonstrated by scaling of a high-quality image.",remote attackers,CVE-2014-1557,,,,,,,,,,,,,,,,
"CVE-2014-1559 Mozilla Firefox before 31.0 and Thunderbird before 31.0 allow remote attackers to cause a denial of service (X.509 certificate parsing outage) via a crafted certificate that does not use UTF-8 character encoding in a required context, a different vulnerability than CVE-2014-1558.",remote attackers,CVE-2014-1559,,,crafted certificate that does not use UTF-8 character encoding in a required context,,,,,,,,,,,,,
"CVE-2014-1561 Mozilla Firefox before 31.0 does not properly restrict use of drag-and-drop events to spoof customization events, which allows remote attackers to alter the placement of UI icons via crafted JavaScript code that is encountered during (1) page, (2) panel, or (3) toolbar customization.",remote attackers,CVE-2014-1561,,,"crafted javascript code that is encountered during (1) page, (2) panel, or (3) toolbar customization ",,,,,,,,,,,,,
"CVE-2014-1563 Use-after-free vulnerability in the mozilla::DOMSVGLength::GetTearOff function in Mozilla Firefox before 32.0, Firefox ESR 31.x before 31.1, and Thunderbird 31.x before 31.1 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via an SVG animation with DOM interaction that triggers incorrect cycle collection.",remote attackers,CVE-2014-1563,"mozilla::DOMSVGLength::GetTearOff",,SVG animation with DOM interaction that triggers incorrect cycle collection ,,,,,,,,,,,,,
"CVE-2014-1565 The mozilla::dom::AudioEventTimeline function in the Web Audio API implementation in Mozilla Firefox before 32.0, Firefox ESR 31.x before 31.1, and Thunderbird 31.x before 31.1 does not properly create audio timelines, which allows remote attackers to obtain sensitive information from process memory or cause a denial of service (out-of-bounds read) via crafted API calls.",remote attackers,CVE-2014-1565,,,crafted API calls,,,,,,,,,,,,,
"CVE-2014-1567 Use-after-free vulnerability in DirectionalityUtils.cpp in Mozilla Firefox before 32.0, Firefox ESR 24.x before 24.8 and 31.x before 31.1, and Thunderbird 24.x before 24.8 and 31.x before 31.1 allows remote attackers to execute arbitrary code via text that is improperly handled during the interaction between directionality resolution and layout.",remote attackers,CVE-2014-1567,DirectionalityUtils.cpp,,text that is improperly handled during the interaction between directionality resolution and layout ,,,,,,,,,,,,,
"CVE-2014-1569 The definite_length_decoder function in lib/util/quickder.c in Mozilla Network Security Services (NSS) before 3.16.2.4 and 3.17.x before 3.17.3 does not ensure that the DER encoding of an ASN.1 length is properly formed, which allows remote attackers to conduct data-smuggling attacks by using a long byte sequence for an encoding, as demonstrated by the SEC_QuickDERDecodeItem function's improper handling of an arbitrary-length encoding of 0x00.",remote attackers,CVE-2014-1569,,,,,,,,,,,,,,,,
"CVE-2014-1571 Bugzilla 2.x through 4.0.x before 4.0.15, 4.1.x and 4.2.x before 4.2.11, 4.3.x and 4.4.x before 4.4.6, and 4.5.x before 4.5.6 allows remote authenticated users to obtain sensitive private-comment information by leveraging a role as a flag recipient, related to Bug.pm, Flag.pm, and a mail template.",remote authenticated users,CVE-2014-1571,,,,,,,,,,,,,,,,
"CVE-2014-1573 Bugzilla 2.x through 4.0.x before 4.0.15, 4.1.x and 4.2.x before 4.2.11, 4.3.x and 4.4.x before 4.4.6, and 4.5.x before 4.5.6 does not ensure that a scalar context is used for certain CGI parameters, which allows remote attackers to conduct cross-site scripting (XSS) attacks by sending three values for a single parameter name.",remote attackers,CVE-2014-1573,,,,,,,,,,,,,,,,
"CVE-2014-1575 Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 33.0 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via vectors related to improper interaction between threading and garbage collection in the GCRuntime::triggerGC function in js/src/jsgc.cpp, and unknown other vectors.",remote attackers,CVE-2014-1575,browser engine in Mozilla Firefox ,,"vectors related to improper interaction between threading and garbage collection in the GCRuntime::triggerGC function in js/src/jsgc.opp, and unknown other vectors",,,,,,,,,,,,,
"CVE-2014-1577 The mozilla::dom::OscillatorNodeEngine::ComputeCustom function in the Web Audio subsystem in Mozilla Firefox before 33.0, Firefox ESR 31.x before 31.2, and Thunderbird 31.x before 31.2 allows remote attackers to obtain sensitive information from process memory or cause a denial of service (out-of-bounds read, memory corruption, and application crash) via an invalid custom waveform that triggers a calculation of a negative frequency value.",remote attackers,CVE-2014-1577,,,invalid  custom waveform that triggers a calculation of a negative frequency value,,Mozzilla Firefox Web Audio subsystem,,,"before 33.0, Firefox ESR 31.x before 31.2, and Thunderbird 31.x before 31.2 ",,,,,,,,
